id,favorite_count,retweet_count
591548703724412928,2,1
591542569126993921,1,3
591543068551208960,1,0
591532849133711360,0,0
591537408048549888,0,0
591538692541517824,1,1
591540644016979968,1,0
591545724808069120,5,2
591544741596135424,1,0
591547929824985088,0,0
591544798907133952,3,0
591540044004990976,1,0
591542813877231616,1,2
591570343099240448,3,1
591546590382444544,3,0
591533661981384704,2,0
591536121630294016,8,11
591545198381027328,3,5
591537285981720576,0,0
591543554079592448,2,2
591542030934900736,2,1
591533994711392256,2,0
591544914187522048,1,1
591534162751918080,3,0
591540119624142848,9,10
591539847409623040,3,3
591542194542092288,2,3
591533227061420032,1,1
591534652491493376,1,1
591544226946646016,0,1
591542653336084480,0,2
591575319183761409,1,0
591535571819986945,3,0
591538421702795264,0,1
591541617422630912,0,0
591543676146479104,1,0
591538694655451136,3,1
591540568725057536,0,0
591547217711857664,5,3
591577688428666880,0,0
591532313542074369,1,0
591537442555068417,1,0
591575663364153345,0,1
591538797118099456,0,0
591538386902614017,2,2
591538726850973696,0,0
591535436092350464,1,0
591539408651816960,2,1
591544241266028544,1,0
591535175353393152,3,3
591538667996508162,3,3
591545321227943936,8,3
591541146909802496,0,1
591574283656294402,1,0
591533470159151104,1,0
591565033076817920,0,0
591544172038987776,0,0
591543264391626752,1,1
591577335775809536,0,0
591544693554597889,1,0
591537019484053504,3,4
591539002240606208,1,1
591535969381261313,0,0
591542237403680768,2,2
591532944969302016,3,0
591534576213831680,0,0
591539054904213504,1,0
591534660695564290,9,7
591546265877532672,1,2
591535082550255616,2,0
591535016645173248,0,0
591580294714654721,0,0
591537885242925056,1,1
591544695941177345,0,0
591546228074250240,0,0
591533323786289152,1,1
591536194753802240,0,0
591543742630334466,0,0
591536300647383040,0,0
591539218490519552,2,0
591539160437153792,6,4
591541576675020801,0,0
591576424055578625,0,0
591534324345876481,2,0
591541633491070976,1,2
591544909888430080,3,0
591533316819542017,0,0
591535282161319936,0,0
591544356684849152,1,0
591542221175922688,0,0
591544992209973249,10,2
591545041669246976,2,3
591533724224909312,2,1
591571003647598592,2,0
591543974659289088,1,0
591572043260387328,1,0
591593661651103745,1,0
591735985836261378,2,0
591694789374046208,6,0
591665730116026368,0,0
591596826219966465,0,0
591602361895878656,5,4
591735788980809728,1,0
591581565584572416,3,0
591588455366299648,0,0
591601693470621696,0,2
592000094964228096,5,7
591623891136700417,4,1
591886632531419138,4,0
591598188190040064,7,0
591918854378512384,4,1
591689864275468288,8,2
591624258201243649,1,0
591600499889033217,1,0
591596954951540737,0,2
591601699539722241,2,0
591799533719277571,1,0
591611932362330112,0,0
591724870855204865,4,2
591851763294146561,1,0
591698576671113216,6,0
591999546894512129,2,1
591642960653070336,2,0
591596631658786816,1,0
591728975011028997,5,0
591724669163708416,0,0
591591526108680192,1,0
591709785793388544,6,0
591665151188795393,7,3
591710961414840320,0,0
591590929053646848,2,0
591625638248730624,6,0
591799761612591104,2,0
591606649451839488,6,1
591584828786679811,0,0
591877008252149760,4,0
591600856123838465,0,0
591595693036408832,0,0
591630416966189056,2,0
591654915556171776,0,0
591917004593987584,6,0
591708957816791040,4,0
591652128499888128,2,0
591627726760574976,2,0
591953500025786369,2,0
591926474187354112,3,0
591660628319850496,5,0
591583410503680000,0,0
591600054705741824,0,0
591590015517483008,0,0
591997656089686017,2,1
591605980665929728,2,0
591605464032481280,3,1
591583376999579648,8,7
591621795930890241,4,2
591618128901189632,0,0
591580951161020417,0,0
591830251354861568,5,0
591606872098091008,0,0
591609075684769792,0,0
